setting,iteration,avg_loss_mean,avg_loss_sem
YOLOv4 default,308,0.8478396666666667,0.02256262970292051
YOLOv4 default,309,0.8472029999999999,0.024601647810665036
YOLOv4 default,310,0.8273756666666667,0.0237735402940141
YOLOv4 default,311,0.8430953333333333,0.019046318824848498
YOLOv4 default,312,0.8541336666666667,0.022642774714636413
YOLOv4 default,313,0.851651,0.022533017041665777
YOLOv4 default,314,0.8331753333333335,0.007004199129411189
YOLOv4 default,315,0.8257096666666666,0.00865389616171684
YOLOv4 default,316,0.830528,0.013115963403425593
YOLOv4 default,317,0.8139986666666666,0.01789971247751701
YOLOv4 default,318,0.8214456666666666,0.025465029042023704
YOLOv4 default,319,0.8177166666666666,0.014908638170909875
YOLOv4 default,320,0.830383,0.005105781820642159
YOLOv4 default,321,0.8419949999999999,0.009432566264454944
YOLOv4 default,322,0.8278829999999999,0.024557643664108588
YOLOv4 default,323,0.820091,0.03965342303425181
YOLOv4 default,324,0.8047383333333333,0.03626072992615811
YOLOv4 default,325,0.7981526666666666,0.025845806431820065
YOLOv4 default,326,0.7879063333333334,0.02146757125164475
YOLOv4 default,327,0.788908,0.02320024246281346
YOLOv4 default,328,0.8317673333333332,0.037510381568899645
YOLOv4 default,329,0.8230913333333333,0.05907374209221705
YOLOv4 default,330,0.8326933333333333,0.05753748750838692
YOLOv4 default,331,0.851929,0.04302062444921041
YOLOv4 default,332,0.8579793333333333,0.04929861962007095
YOLOv4 default,333,0.850213,0.04361960399866098
YOLOv4 default,334,0.8699206666666667,0.04072807271540249
YOLOv4 default,335,0.8854190000000001,0.04954309843291327
YOLOv4 default,336,0.882971,0.05933311783762367
YOLOv4 default,337,0.8688913333333333,0.05327311726794711
YOLOv4 default,338,0.8381120000000001,0.05360995352544151
YOLOv4 default,339,0.8618,0.05176223667243651
YOLOv4 default,340,0.8505996666666666,0.04230265809352621
YOLOv4 default,341,0.822425,0.04828765085402272
YOLOv4 default,342,0.8446163333333333,0.05453006031335174
YOLOv4 default,343,0.8453903333333334,0.07838859191092654
YOLOv4 default,344,0.840342,0.06861575790103415
YOLOv4 default,345,0.8486250000000001,0.05887638284858655
YOLOv4 default,346,0.8404253333333335,0.05797437020596065
YOLOv4 default,347,0.835875,0.06134669872400091
YOLOv4 default,348,0.827441,0.07789013214992854
YOLOv4 default,349,0.8485813333333333,0.08760106089603659
YOLOv4 default,350,0.8439346666666666,0.09191893643374638
YOLOv4 default,351,0.8388049999999999,0.09616457073856946
YOLOv4 default,352,0.830965,0.07625743601774192
YOLOv4 default,353,0.824159,0.05230788910862298
YOLOv4 default,354,0.83011,0.04486878915608635
YOLOv4 default,355,0.8142296666666665,0.04636672364722117
YOLOv4 default,356,0.8127116666666666,0.050670253526545986
YOLOv4 default,357,0.844567,0.034884028642536875
YOLOv4 default,358,0.8466306666666666,0.031006292099794486
YOLOv4 default,359,0.854101,0.025323737303170727
YOLOv4 default,360,0.8359216666666667,0.021213585068169047
YOLOv4 default,361,0.8461270000000001,0.016686171799826753
YOLOv4 default,362,0.8444456666666667,0.009730145259849811
YOLOv4 default,363,0.841739,0.017902229032534835
YOLOv4 default,364,0.8292153333333334,0.008751570551113183
YOLOv4 default,365,0.8162933333333333,0.006958641542076395
YOLOv4 default,366,0.82764,0.010449472538522363
YOLOv4 default,367,0.8315413333333334,0.008979999226676557
YOLOv4 default,368,0.8332293333333333,0.007752825943558344
YOLOv4 default,369,0.8453296666666666,0.029009622595116795
YOLOv4 default,370,0.8606493333333334,0.024213488185536397
YOLOv4 default,371,0.8524090000000001,0.012562905675041898
YOLOv4 default,372,0.8489823333333334,0.005497128411978182
YOLOv4 default,373,0.8438693333333332,0.017748865149950034
YOLOv4 default,374,0.8266013333333334,0.007398572324742408
YOLOv4 default,375,0.8111186666666667,0.019703578493371333
YOLOv4 default,376,0.7812579999999999,0.014251675936534616
YOLOv4 default,377,0.7928333333333334,0.02083750677131129
YOLOv4 default,378,0.773752,0.03072912998009109
YOLOv4 default,379,0.7851613333333334,0.01493376182048953
YOLOv4 default,380,0.7632143333333333,0.022989649738765314
YOLOv4 default,381,0.7599486666666667,0.014959966146723444
YOLOv4 default,382,0.7875813333333334,0.030344152189690683
YOLOv4 default,383,0.7778186666666667,0.027762361152787046
YOLOv4 default,384,0.779563,0.03156331326609002
YOLOv4 default,385,0.7438523333333333,0.03434766781181963
YOLOv4 default,386,0.7199426666666667,0.03663073470158328
YOLOv4 default,387,0.7427466666666667,0.044902816932175245
YOLOv4 default,388,0.7452613333333332,0.06044590067802595
YOLOv4 default,389,0.769556,0.08375195355333513
YOLOv4 default,390,0.7675266666666666,0.08239071548488408
YOLOv4 default,391,0.764399,0.0798187950130377
YOLOv4 default,392,0.7991149999999999,0.09484409132008878
YOLOv4 default,393,0.803292,0.08241922716413529
YOLOv4 default,394,0.8172993333333333,0.07910750202379321
YOLOv4 default,395,0.8076313333333333,0.07525600318099401
YOLOv4 default,396,0.806629,0.07979593667182142
YOLOv4 default,397,0.8190286666666667,0.08548183570079539
YOLOv4 default,398,0.8407830000000001,0.07136504123869053
YOLOv4 default,399,0.8276436666666666,0.07540439051393344
YOLOv4 default,400,0.8159026666666667,0.06919462780768781
YOLOv4 default,401,0.8147449999999999,0.04640556479561475
YOLOv4 default,402,0.8015846666666667,0.039770054301083275
YOLOv4 default,403,0.8485393333333334,0.03981651833235938
YOLOv4 default,404,0.8693263333333334,0.04180810943797599
YOLOv4 default,405,0.880488,0.047913512624310914
YOLOv4 default,406,0.893729,0.05884003322002235
YOLOv4 default,407,0.905592,0.056209715213060236
YOLOv4 default,408,0.8882373333333334,0.05260954372967366
YOLOv4 default,409,0.9000016666666667,0.04094791078241289
YOLOv4 default,410,0.9077663333333333,0.024433204410755815
YOLOv4 default,411,0.9204516666666667,0.013634845462189068
YOLOv4 default,412,0.9178753333333333,0.02613723528055543
YOLOv4 default,413,0.9022343333333334,0.02469948856645505
YOLOv4 default,414,0.9171246666666667,0.032081856561683664
YOLOv4 default,415,0.9086423333333333,0.02787919329496064
YOLOv4 default,416,0.8864943333333333,0.016728469807818967
YOLOv4 default,417,0.8867419999999999,0.01525187153543241
YOLOv4 default,418,0.8825033333333333,0.01539393684034218
YOLOv4 default,419,0.8648846666666666,0.017220463566479424
YOLOv4 default,420,0.8850356666666667,0.029969287886842496
YOLOv4 default,421,0.896669,0.023430648675043835
YOLOv4 default,422,0.8930056666666667,0.015135297049538796
YOLOv4 default,423,0.8906253333333334,0.00965233335060032
YOLOv4 default,424,0.897882,0.03106545648036308
YOLOv4 default,425,0.9134916666666667,0.04675939376686191
YOLOv4 default,426,0.9038436666666666,0.05085414221848381
YOLOv4 default,427,0.909119,0.04216922057615009
YOLOv4 default,428,0.9196543333333334,0.061077151301539206
YOLOv4 default,429,0.9074019999999999,0.05881898888114279
YOLOv4 default,430,0.9126076666666667,0.0588025201566887
YOLOv4 default,431,0.8911463333333334,0.055351057371211175
YOLOv4 default,432,0.9356103333333333,0.04708069082378086
YOLOv4 default,433,0.8994346666666667,0.0349299032221836
YOLOv4 default,434,0.8815006666666667,0.03185064114652081
YOLOv4 default,435,0.8749766666666666,0.02553228722182518
YOLOv4 default,436,0.8667599999999999,0.018970469955521232
YOLOv4 default,437,0.8738456666666666,0.025034885775209306
YOLOv4 default,438,0.841409,0.03070511707082929
YOLOv4 default,439,0.8259176666666667,0.017430942069906762
YOLOv4 default,440,0.8199749999999999,0.020232753157524864
YOLOv4 default,441,0.855733,0.010598257655545694
YOLOv4 default,442,0.859357,0.024763034709017393
YOLOv4 default,443,0.8551206666666666,0.0196440661976531
YOLOv4 default,444,0.8456683333333332,0.027845649321053934
YOLOv4 default,445,0.8306713333333334,0.027491966501345638
YOLOv4 default,446,0.8542206666666666,0.04974289274637913
YOLOv4 default,447,0.8826113333333333,0.05342804774751846
YOLOv4 default,448,0.8758476666666667,0.05999768315619457
YOLOv4 default,449,0.8661396666666666,0.06222668463323789
YOLOv4 default,450,0.8685740000000001,0.07120775987442192
YOLOv4 default,451,0.8803196666666667,0.06785455590779772
YOLOv4 default,452,0.8888476666666666,0.05409138946983871
YOLOv4 default,453,0.8829823333333334,0.04238134194168207
YOLOv4 default,454,0.8780753333333333,0.021749939695957267
YOLOv4 default,455,0.881039,0.009761042516043055
YOLOv4 default,456,0.889872,0.014472326016689012
YOLOv4 default,457,0.8708273333333333,0.009846686165631795
YOLOv4 default,458,0.8426373333333333,0.020632177315488987
YOLOv4 default,459,0.8528880000000001,0.017961017408079438
YOLOv4 default,460,0.8439803333333332,0.025834828922298752
YOLOv4 default,461,0.847766,0.04555050915558831
YOLOv4 default,462,0.8643843333333333,0.04142557557972019
YOLOv4 default,463,0.8632580000000001,0.04134300436994551
YOLOv4 default,464,0.872704,0.034446987110631315
YOLOv4 default,465,0.870158,0.024961566083347694
YOLOv4 default,466,0.8676723333333333,0.025781785588106784
YOLOv4 default,467,0.8923453333333334,0.02605920560527079
YOLOv4 default,468,0.8903979999999999,0.028351567434623436
YOLOv4 default,469,0.8966153333333334,0.023872259635633795
YOLOv4 default,470,0.8756383333333333,0.022632865235709305
YOLOv4 default,471,0.898627,0.006843661471269107
YOLOv4 default,472,0.8759336666666666,0.005931337463937721
YOLOv4 default,473,0.8868846666666667,0.013078114547254554
YOLOv4 default,474,0.8913956666666666,0.02456938804239489
YOLOv4 default,475,0.8834573333333333,0.04082842037246986
YOLOv4 default,476,0.8662399999999999,0.04440487647019563
YOLOv4 default,477,0.8564316666666666,0.05207261977064123
YOLOv4 default,478,0.8964073333333333,0.053374580898692896
YOLOv4 default,479,0.8947263333333334,0.06764168735657358
YOLOv4 default,480,0.8791436666666668,0.06832097938977293
YOLOv4 default,481,0.8662043333333335,0.059137836710331036
YOLOv4 default,482,0.8585376666666668,0.03412117834196884
YOLOv4 default,483,0.8670273333333333,0.00865373091664965
YOLOv4 default,484,0.8678786666666666,0.01347153916389823
YOLOv4 default,485,0.8552513333333334,0.01054245866853543
YOLOv4 default,486,0.8374640000000001,0.0015345541154788995
YOLOv4 default,487,0.8535436666666666,0.014125004121926639
YOLOv4 default,488,0.8672133333333334,0.029053560019002462
YOLOv4 default,489,0.8463993333333333,0.020524795706115526
YOLOv4 default,490,0.8636813333333334,0.035555389353951826
YOLOv4 default,491,0.8797513333333334,0.05025838749347658
YOLOv4 default,492,0.9052783333333334,0.037266607959107016
YOLOv4 default,493,0.8870686666666666,0.04655787638460804
YOLOv4 default,494,0.874612,0.027836068909480257
YOLOv4 default,495,0.8754020000000001,0.0423438958174611
YOLOv4 default,496,0.8623873333333334,0.03916620300009235
YOLOv4 default,497,0.8512393333333333,0.04899681047555829
YOLOv4 default,498,0.8550103333333333,0.03257990405312931
YOLOv4 default,499,0.8631066666666666,0.022899255077646327
YOLOv4 default,500,0.8936800000000001,0.012913273416656738
YOLOv4 default,501,0.8858096666666667,0.019364059374119974
